opeid,name,address,city,state,zip,number_of_defaults,number_of_loans,default_rate
25600,CASAL AVEDA INSTITUTE                                            ,6000 MAHONING AVENUE               AUSTINTOWN PLAZ,AUSTINTOWN          ,OH,44515,2,82,2.4
25602,PHILLIPS THEOLOGICAL SEMINARY                                    ,901 NORTH MINGO ROAD                              ,TULSA               ,OK,74116,3,46,6.5
25606,PINNACLE INSTITUTE OF COSMETOLOGY                                ,461-C EAST PLAZA DRIVE                            ,MOORESVILLE         ,NC,28115,1,37,2.7
25607,PICKAWAY ROSS COUNTY JOINT VOCATIONAL SCHOOL DISTRICT            ,1410 INDUSTRIAL DRIVE                             ,CHILLICOTHE         ,OH,45601,23,156,14.7
25623,APOLLO CAREER CENTER                                             ,3325 SHAWNEE ROAD                                 ,LIMA                ,OH,45806,8,58,13.7
25630,RAPHAEL'S SCHOOL OF BEAUTY CULTURE                               ,2445 WEST STATE STREET                            ,ALLIANCE            ,OH,44601,6,78,7.6
25647,ELAINE STEVEN BEAUTY COLLEGE                                     ,10420 WEST FLORISSANT                             ,SAINT LOUIS         ,MO,63136,12,156,7.6
25681,TEXAS BARBER COLLEGE                                             ,9275 RICHMOND AVENUE               SUITE #180     ,HOUSTON             ,TX,77063,194,848,22.8
25685,GRABBER SCHOOL OF HAIR DESIGN                                    ,9833 WATSON ROAD                                  ,ST. LOUIS           ,MO,63126,3,69,4.3
25686,MAHONING COUNTY CAREER AND TECHNICAL CENTER                      ,7300 NORTH PALMYRA ROAD                           ,CANFIELD            ,OH,44406,11,36,30.5
25688,SUSSEX COUNTY COMMUNITY COLLEGE                                  ,1 COLLEGE HILL ROAD                               ,NEWTON              ,NJ,7860,47,449,10.4
25693,LE CORDON BLEU COLLEGE OF CULINARY ARTS                          ,3110 ESPERANZA CROSSING            SUITE 100      ,AUSTIN              ,TX,78758,758,3860,19.6
25696,SEARCY BEAUTY COLLEGE                                            ,1004 SOUTH MAIN STREET                            ,SEARCY              ,AR,72143,4,44,9
25703,LOS ANGELES ORT TECHNICAL INSTITUTE                              ,6435 WILSHIRE BLVD                                ,LOS ANGELES         ,CA,90048,13,198,6.5
25720,VISTA COLLEGE                                                    ,6101 MONTANA AVENUE                               ,EL PASO             ,TX,79925,454,2304,19.7
25728,VISTA COLLEGE                                                    ,300 NORTH COIT ROAD                SUITE 300      ,RICHARDSON          ,TX,75080,37,178,20.7
25731,EVANS HAIRSTYLING COLLEGE OF CEDAR CITY                          ,169 NORTH 100 WEST                                ,CEDAR CITY          ,UT,84720,9,38,23.6
25732,LA BELLE BEAUTY ACADEMY                                          ,2960 SOUTH WEST 8 STREET                          ,MIAMI               ,FL,33135,28,230,12.1
25737,INSTITUTE FOR CLINICAL SOCIAL WORK                               ,401 SOUTH STATE STREET             SUITE 822      ,CHICAGO             ,IL,60605,2,44,4.5
25738,L'ACADEMIE DE CUISINE                                            ,16006 INDUSTRIAL DRIVE                            ,GAITHERSBURG        ,MD,20877,12,66,18.1
25754,INTERNATIONAL CULINARY CENTER                                    ,462 BROADWAY                                      ,NEW YORK            ,NY,10013,15,200,7.5
25769,CHARTER COLLEGE                                                  ,17200 S.E. MILL PLAIN BOULEVARD    SUITE 100      ,VANCOUVER           ,WA,98683,405,2730,14.8
25770,PAUL MITCHELL THE SCHOOL - ESANI                                 ,1003 MANSELL ROAD                                 ,ROSWELL             ,GA,30076,9,163,5.5
25779,SANTA BARBARA BUSINESS COLLEGE                                   ,5300 CALIFORNIA AVENUE                            ,BAKERSFIELD         ,CA,93309,52,454,11.4
25780,SANTA BARBARA BUSINESS COLLEGE                                   ,303 EAST PLAZA DRIVE                              ,SANTA MARIA         ,CA,93454,15,203,7.3
25782,NOSSI COLLEGE OF ART                                             ,590 CHERON ROAD                                   ,NASHVILLE           ,TN,37115,16,165,9.6
25784,MARYLAND UNIVERSITY OF INTEGRATIVE HEALTH                        ,7750 MONTPELIER ROAD                              ,LAUREL              ,MD,20723,2,101,1.9
25796,MURDOCH UNIVERSITY                                               ,90 SOUTH STREET                                   ,MURDOCH PERTH       ,FC,6150,3,53,5.6
25799,NORTH CENTRAL OPPORTUNITIES INDUSTRIALIZATION CENTER             ,120 JACKSON STREET                                ,FAIRMONT            ,WV,26554,17,75,22.6
25802,ATLANTA SCHOOL OF MASSAGE                                        ,2 DUNWOODY PARK SOUTH                             ,ATLANTA             ,GA,30338,12,173,6.9
25822,"GUY'S ACADEMY HAIR, SKIN & NAILS                                 ",1141 SHREVEPORT BARKSDALE HIGHWAY                 ,SHREVEPORT          ,LA,71105,3,57,5.2
25827,CORTIVA INSTITUTE - TUCSON                                       ,6390 EAST BROADWAY BOULEVARD                      ,TUCSON              ,AZ,85710,22,214,10.2
25830,GWINNETT COLLEGE                                                 ,4230 HIGHWAY 29                    SUITE #11      ,LILBURN             ,GA,30047,26,322,8
25844,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF MASSACHUSETTS     ,600 MOSHASSUCK VALLEY              INDUSTRIAL HIGH,PAWTUCKET           ,RI,2860,137,937,14.6
25849,FIRST INSTITUTE                                                  ,790 MCHENRY AVENUE                                ,CRYSTAL LAKE        ,IL,60014,20,185,10.8
25864,TRUMBULL CAREER AND TECHNICAL CENTER-ADULT TRAINING CENTER       ,528 EDUCATIONAL HIGHWAY                           ,WARREN              ,OH,44483,29,137,21.1
25869,HARRIS SCHOOL OF BUSINESS                                        ,401  WHITEHORSE ROAD                              ,VOORHEES            ,NJ,8043,248,916,27
25875,UNIVERSIDAD METROPOLITANA                                        ,"1399   ANA G MENDEZ AVENUE         CARR. 176, KM 0",CUPEY               ,PR,926,295,3096,9.5
25876,ORLO SCHOOL OF HAIR DESIGN & COSMETOLOGY (THE)                   ,232 NORTH ALLEN STREET                            ,ALBANY              ,NY,12206,6,95,6.3
25877,HAIR PROFESSIONALS CAREER COLLEGE                                ,10321 SOUTH ROBERTS ROAD                          ,PALOS HILLS         ,IL,60465,4,65,6.1
25882,DOUGLAS J AVEDA INSTITUTE                                        ,331 EAST GRAND RIVER AVENUE                       ,EAST LANSING        ,MI,48823,94,847,11
25885,OHIO STATE SCHOOL OF COSMETOLOGY                                 ,"789 HEBRON ROAD, SUITE J                          ",HEATH               ,OH,43056,4,95,4.2
25916,NORTH-WEST COLLEGE                                               ,530 EAST UNION STREET                             ,PASADENA            ,CA,91101,6,169,3.5
25919,BRIGHTWOOD COLLEGE                                               ,8360 BURNHAM ROAD                  SUITE 100      ,EL PASO             ,TX,79907,265,1182,22.4
25943,COLLEGEAMERICA DENVER                                            ,1385 SOUTH COLORADO BOULEVARD      SUITE A512     ,DENVER              ,CO,80222,178,1131,15.7
25950,FAYETTEVILLE COLLEGE OF COSMETOLOGY ARTS & SCIENCES              ,201 WEST COLLEGE STREET                           ,FAYETTEVILLE        ,TN,37334,14,47,29.7
25957,HILLSDALE BEAUTY COLLEGE                                         ,64 WALDRON STREET                                 ,HILLSDALE           ,MI,49242,12,48,25
25964,SPARTAN COLLEGE OF AERONAUTICS & TECHNOLOGY                      ,8911 AVIATION BOULEVARD                           ,INGLEWOOD           ,CA,90301,12,297,4
25973,SOUTH BAYLO UNIVERSITY                                           ,1126 NORTH BROOKHURST STREET                      ,ANAHEIM             ,CA,92801,2,84,2.3
25994,NEW YORK COLLEGE OF HEALTH PROFESSIONS                           ,6801 JERICHO TURNPIKE                             ,SYOSSET             ,NY,11791,37,293,12.6
25997,VATTEROTT COLLEGE                                                ,8580 EVANS AVENUE                                 ,BERKELEY            ,MO,63134,1159,4685,24.7
26001,NEW YORK ACADEMY OF ART (THE)                                    ,111 FRANKLIN STREET                               ,NEW YORK            ,NY,10013,5,43,11.6
26002,OCEAN CORPORATION (THE)                                          ,10840 ROCKLEY ROAD                                ,HOUSTON             ,TX,77099,101,367,27.5
26009,AVEDA INSTITUTE COVINGTON                                        ,1355 POLDERS LANE                                 ,COVINGTON           ,LA,70433,196,1390,14.1
26011,OPELOUSAS SCHOOL OF COSMETOLOGY                                  ,529 EAST VINE STREET                              ,OPELOUSAS           ,LA,70570,7,26,26.9
26021,NORTHWEST COLLEGE OF ART & DESIGN                                ,16301 CREATIVE DRIVE N.E.                         ,POULSBO             ,WA,98370,2,30,6.6
26023,CENTRAL COAST COLLEGE                                            ,480 SOUTH MAIN STREET                             ,SALINAS             ,CA,93901,20,191,10.4
26031,CRAVE BEAUTY ACADEMY                                             ,3804 WEST DOUGLAS STREET                          ,WICHITA             ,KS,67203,28,182,15.3
26037,OREGON COLLEGE OF ORIENTAL MEDICINE                              ,75 NORTHWEST COUCH STREET                         ,PORTLAND            ,OR,97209,1,92,1
26038,LORAIN COUNTY JVS ADULT CAREER CENTER                            ,15181 STATE ROUTE 58                              ,OBERLIN             ,OH,44074,4,31,12.9
26047,CENTER FOR ADVANCED LEGAL STUDIES                                ,"800 WEST SAM HOUSTON PARKWAY SOUTH,SUITE 100      ",HOUSTON             ,TX,77042,14,187,7.4
26063,PAUL MITCHELL THE SCHOOL WICHITA                                 ,3242 NORTH ROCK ROAD SUITE 106                    ,WICHITA             ,KS,67226,16,125,12.8
26070,TRICOCI UNIVERSITY OF BEAUTY CULTURE                             ,1681 NORTH COLLEGE AVENUE                         ,BLOOMINGTON         ,IN,47404,11,99,11.1
26071,PAUL MITCHELL THE SCHOOL BOISE                                   ,1270 SOUTH VINNELL WAY                            ,BOISE               ,ID,83709,18,106,16.9
26080,NEOSHO BEAUTY COLLEGE                                            ,116 NORTH WOOD STREET                             ,NEOSHO              ,MO,64850,5,37,13.5
26090,EMPEROR'S COLLEGE OF TRADITIONAL ORIENTAL MEDICINE               ,1807 WILSHIRE BOULEVARD            SUITE 200      ,SANTA MONICA        ,CA,90403,3,55,5.4
26092,VATTEROTT COLLEGE                                                ,7000 FLEUR DRIVE                                  ,DES MOINES          ,IA,50321,321,1278,25.1
26094,VALLEY COLLEGE                                                   ,287 AIKENS CENTER                                 ,MARTINSBURG         ,WV,25404,6,44,13.6
26095,CAREER TRAINING ACADEMY                                          ,179 HILLCREST SHOPPING CENTER                     ,LOWER BURRELL       ,PA,15068,25,132,18.9
26105,XENON INTERNATIONAL ACADEMY II                                   ,8516 PARK DRIVE                                   ,OMAHA               ,NE,68127,12,168,7.1
26127,"SALON PROFESSIONAL ACADEMY - MELBOURNE, THE                      ",1700 WEST NEW HAVEN AVENUE         SUITE 540A     ,MELBOURNE           ,FL,32904,14,112,12.5
26130,PINNACLE CAREER INSTITUTE                                        ,1601 WEST 23RD STREET SUITE 200                   ,LAWRENCE            ,KS,66046,11,120,9.1
26142,MILLER - MOTTE TECHNICAL COLLEGE                                 ,1820 BUSINESS PARK DRIVE                          ,CLARKSVILLE         ,TN,37040,771,4556,16.9
26158,COLLEGE OF COURT REPORTING                                       ,455 WEST LINCOLNWAY                               ,VALPARAISO          ,IN,46385,10,118,8.4
26161,JEAN MADELINE AVEDA INSTITUTE                                    ,315 A BAINBRIDGE STREET                           ,PHILADELPHIA        ,PA,19147,38,265,14.3
26167,LE CORDON BLEU COLLEGE OF CULINARY ARTS                          ,8100 EAST CAMELBACK ROAD SUITE 1001               ,SCOTTSDALE          ,AZ,85251,1412,6602,21.3
26170,CONTINENTAL SCHOOL OF BEAUTY CULTURE                             ,517 NORTH BARRY STREET                            ,OLEAN               ,NY,14760,10,116,8.6
26175,EVEREST COLLEGE                                                  ,14555 POTOMAC MILLS ROAD                          ,WOODBRIDGE          ,VA,22192,142,814,17.4
26192,DENHAM SPRINGS BEAUTY COLLEGE                                    ,923 FLORIDA STREET                                ,DENHAM SPRINGS      ,LA,70726,5,41,12.1
26200,SANDUSKY CAREER CENTER                                           ,2130 HAYES AVENUE                                 ,SANDUSKY            ,OH,44870,7,78,8.9
26213,ACADEMY OF COSMETOLOGY                                           ,133 WEST MENDENHALL STREET                        ,BOZEMAN             ,MT,59715,5,47,10.6
26215,CAREER COLLEGE OF NORTHERN NEVADA                                ,1421 PULLMAN DRIVE                                ,SPARKS              ,NV,89434,100,411,24.3
26220,SOUTHWEST ACUPUNCTURE COLLEGE                                    ,1622 GALISTEO STREET                              ,SANTA FE            ,NM,87505,2,92,2.1
26236,PARADISE VALLEY COMMUNITY COLLEGE                                ,18401 NORTH 32ND STREET                           ,PHOENIX             ,AZ,85032,222,1332,16.6
26238,CORTIVA INSTITUTE - SCOTTSDALE                                   ,8010 EAST  MCDOWELL ROAD SUITE 214                ,SCOTTSDALE          ,AZ,85257,10,88,11.3
30012,MCNALLY SMITH COLLEGE OF MUSIC                                   ,19 EXCHANGE STREET EAST                           ,SAINT PAUL          ,MN,55101,31,266,11.6
30018,WELCH COLLEGE                                                    ,1045 BISON TRAIL                                  ,GALLAIN             ,TN,37066,6,77,7.7
30020,HAIRMASTERS INSTITUTE OF COSMETOLOGY                             ,506 SOUTH MCCLUN STREET                           ,BLOOMINGTON         ,IL,61701,13,55,23.6
30021,KENTUCKY MOUNTAIN BIBLE COLLEGE                                  ,855 HIGHWAY 541                                   ,JACKSON             ,KY,41339,5,43,11.6
30024,GRAHAM WEBB INTERNATIONAL ACADEMY OF HAIR                        ,1621 NORTH KENT STR.  SUITE 1617 LLSUITE 1617  LOW,ARLINGTON           ,VA,22209,4,89,4.4
30050,SAFFORD COLLEGE OF BEAUTY CULTURE                                ,1550 WEST THATCHER BOULEVARD                      ,SAFFORD             ,AZ,85546,25,92,27.1
30051,ARKANSAS BEAUTY SCHOOL- LITTLE ROCK                              ,5108 BASELINE ROAD                                ,LITTLE ROCK         ,AR,72209,3,47,6.3
30054,GEORGIA CAREER INSTITUTE                                         ,900 FLAT SHOALS ROAD SE                           ,CONYERS             ,GA,30094,68,577,11.7
30057,DETROIT BUSINESS INSTITUTE - DOWNRIVER                           ,19100 FORT STREET                                 ,RIVERVIEW           ,MI,48193,4,76,5.2
30063,IBMC COLLEGE                                                     ,3842 SOUTH MASON STREET                           ,FORT COLLINS        ,CO,80525,100,746,13.4
30070,FRONTIER NURSING UNIVERSITY                                      ,195 SCHOOL STREET                                 ,HYDEN               ,KY,41749,9,462,1.9
30071,HOT SPRINGS BEAUTY COLLEGE                                       ,100 CONES ROAD                                    ,HOT SPRINGS         ,AR,71901,8,33,24.2
30073,OREGON COLLEGE OF ART & CRAFT                                    ,8245 SW BARNES ROAD                               ,PORTLAND            ,OR,97225,2,45,4.4
30079,GALLIPOLIS CAREER COLLEGE                                        ,1176 JACKSON PIKE                  STE 312        ,GALLIPOLIS          ,OH,45631,20,92,21.7
30086,FLORIDA COLLEGE OF NATURAL HEALTH                                ,2001 WEST SAMPLE ROAD              SUITE 100      ,POMPANO BEACH       ,FL,33064,135,941,14.3
30088,FRANKLIN ACADEMY                                                 ,1605 PROFESSIONAL PARK DRIVE                      ,CLEVELAND           ,TN,37312,10,80,12.5
30094,NUVANI INSTITUTE                                                 ,2402 SAN PEDRO                                    ,SAN ANTONIO         ,TX,78212,4,19,21
30104,CRESCENT CITY SCHOOL OF GAMING & BARTENDING                      ,209 NORTH BROAD STREET                            ,NEW ORLEANS         ,LA,70119,202,639,31.6
30106,VIRGINIA COLLEGE                                                 ,488 PALISADES BOULEVARD                           ,BIRMINGHAM          ,AL,35209,2915,15450,18.8
30107,PAUL MITCHELL THE SCHOOL ROANOKE                                 ,3535 FRANKLIN ROAD SOUTHWEST                      ,ROANOKE             ,VA,24014,9,43,20.9
30108,FORTIS INSTITUTE                                                 ,5757 WEST 26TH STREET                             ,ERIE                ,PA,16506,384,2057,18.6
30113,"CALIFORNIA STATE UNIVERSITY, SAN MARCOS                          ",333 SOUTH TWIN OAKS VALLEY ROAD                   ,SAN MARCOS          ,CA,92096,94,2071,4.5
30115,FORTIS INSTITUTE                                                 ,166 SLOCUM  STREET                                ,FORTY FORT          ,PA,18704,36,201,17.9
30116,FORTIS INSTITUTE                                                 ,517 ASH STREET                                    ,SCRANTON            ,PA,18509,45,293,15.3
30118,UCAS UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES                   ,910 SOUTHEAST MILITARY DRIVE       SUITE 100      ,SAN ANTONIO         ,TX,78214,10,44,22.7
30123,ASM BEAUTY WORLD ACADEMY                                         ,6423 STIRLING ROAD                                ,DAVIE               ,FL,33314,8,113,7
30149,PLATT COLLEGE                                                    ,3100 SOUTH PARKER ROAD SUITE 200                  ,AURORA              ,CO,80014,4,70,5.7
30151,ALLIANCE CITY SCHOOLS CAREER CENTRE                              ,500 GLAMORGAN ST                                  ,ALLIANCE            ,OH,44601,20,96,20.8
30153,EHOVE CAREER CENTER                                              ,316 WEST MASON ROAD                               ,MILAN               ,OH,44846,34,184,18.4
30160,UNIVERSITY OF PUERTO RICO CAROLINA REGIONAL COLLEGE              ,CARRETERA 887 BARRIO SAN ANTON                    ,CAROLINA            ,PR,985,23,159,14.4
30178,TRAVEL INSTITUTE OF THE PACIFIC                                  ,1314 SOUTH KING STREET             SUITE 1164     ,HONOLULU            ,HI,96814,18,58,31
30185,BENE'S CAREER ACADEMY                                            ,7027 US HIGHWAY 19                                ,NEW PORT RICHEY     ,FL,34652,34,208,16.3
30198,PCI HEALTH TRAINING CENTER                                       ,8101 JOHN WEST CARPENTER FREEWAY                  ,DALLAS              ,TX,75247,66,591,11.1
30199,CAPSTONE COLLEGE                                                 ,1200 NORTH FAIR OAKS AVENUE        SUITE 32       ,PASADENA            ,CA,91103,17,41,41.4
30215,NUVANI INSTITUTE                                                 ,272 COMMERCIAL                                    ,EAGLE PASS          ,TX,78852,5,35,14.2
30226,LE CORDON BLEU COLLEGE OF CULINARY ARTS                          ,"600 SW 10TH AVENUE, SUITE 500                     ",PORTLAND            ,OR,97205,527,2152,24.4
30234,ARKANSAS COLLEGE OF BARBERING & HAIR DESIGN                      ,200 EAST WASHINGTON AVENUE                        ,NORTH LITTLE ROCK   ,AR,72114,10,65,15.3
30235,CAMELOT COLLEGE                                                  ,2618 WOODALE BOULEVARD             SUITE A        ,BATON ROUGE         ,LA,70805,43,248,17.3
30237,MADISON ADULT CAREER CENTER                                      ,600 ESLEY LANE                                    ,MANSFIELD           ,OH,44905,5,77,6.4
30249,TENNESSEE ACADEMY OF COSMETOLOGY                                 ,7053 WINCHESTER ROAD                              ,MEMPHIS             ,TN,38125,12,102,11.7
30255,MECH TECH COLLEGE                                                ,"NO. 39-40 B STREET,                CAGUAS WEST IND",CAGUAS              ,PR,725,7,133,5.2
30256,DELL'ARTE INTERNATIONAL SCHOOL OF PHYSICAL THEATRE               ,131 H STREET                                      ,BLUE LAKE           ,CA,95525,4,59,6.7
30258,DAWN CAREER INSTITUTE                                            ,"3700 LANCASTER PIKE, SUITE 105                    ",WILMINGTON          ,DE,19805,86,706,12.1
30265,REMINGTON COLLEGE                                                ,1800 EASTGATE DRIVE                               ,GARLAND             ,TX,75041,946,8655,10.9
30272,BLADES SCHOOL OF HAIR DESIGN                                     ,"22576-316 MACARTHUR BLVD,BOX 226   SAN SOUCI PLAZA",CALIFORNIA          ,MD,20619,18,70,25.7
30274,XENON INTERNATIONAL ACADEMY III                                  ,2231 SOUTH PEORIA                                 ,AURORA              ,CO,80014,12,87,13.7
30277,PACIFIC COLLEGE OF ORIENTAL MEDICINE                             ,7445 MISSION VALLEY ROAD           SUITE 105      ,SAN DIEGO           ,CA,92108,41,509,8
30282,TRINITY COLLEGE OF FLORIDA                                       ,2430 WELBILT BOULEVARD                            ,TRINITY             ,FL,34655,13,75,17.3
30295,UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE                           ,ELLISON BUILDING                                  ,NEWCASTLE UPON TYNE ,FC,NE1 8,5,29,17.2
30300,OGEECHEE TECHNICAL COLLEGE                                       ,ONE JOE KENNEDY BOULEVARD                         ,STATESBORO          ,GA,30458,119,513,23.1
30306,UTAH COLLEGE OF MASSAGE THERAPY                                  ,25 SOUTH 300 EAST                                 ,SALT LAKE CITY      ,UT,84111,445,2271,19.5
30308,AMERICAN BROADCASTING SCHOOL                                     ,4511 SOUTHEAST 29TH STREET                        ,OKLAHOMA CITY       ,OK,73115,16,125,12.8
30309,DIESEL DRIVING ACADEMY                                           ,8067 AIRLINE HIGHWAY                              ,BATON ROUGE         ,LA,70815,21,316,6.6
30314,SANFORD-BROWN COLLEGE                                            ,3725 W. GRACE STREET                              ,TAMPA               ,FL,33607,968,4646,20.8
30323,SCHOOL OF AUTOMOTIVE MACHINISTS & TECHNOLOGY                     ,1911 ANTOINE                                      ,HOUSTON             ,TX,77055,0,53,0
30324,KC'S SCHOOL OF HAIR DESIGN                                       ,187 HIGHWAY 15 NORTH                              ,PONTOTOC            ,MS,38863,2,7,28.5
30333,MANCHESTER METROPOLITAN UNIVERSITY                               ,ALL SAINTS BUIDING                 OXFORD ROAD    ,MANCHESTER          ,FC,M15 6,1,36,2.7
30344,CONSERVATORY OF RECORDING ARTS & SCIENCES                        ,2300 EAST BROADWAY ROAD                           ,TEMPE               ,AZ,85282,88,532,16.5
30345,OWENSBORO COMMUNITY & TECHNICAL COLLEGE                          ,4800 NEW HARTFORD ROAD                            ,OWENSBORO           ,KY,42303,252,956,26.3
30352,TINT SCHOOL OF MAKEUP & COSMETOLOGY                              ,311-A EAST HIGHWAY 303                            ,GRAND PRAIRIE       ,TX,75051,21,137,15.3
30353,SOUTHERN CAREERS INSTITUTE                                       ,1701 W. BEN WHITE BOULEVARD        SUITE 100      ,AUSTIN              ,TX,78704,518,2511,20.6
30357,LAS POSITAS COLLEGE                                              ,3033 COLLIER CANYON ROAD                          ,LIVERMORE           ,CA,94551,13,90,14.4
30359,NATIONAL AVIATION ACADEMY                                        ,6225 ULMERTON ROAD                                ,CLEARWATER          ,FL,33760,55,444,12.3
30375,HODGES UNIVERSITY                                                ,2655 NORTHBROOKE DRIVE                            ,NAPLES              ,FL,34119,152,1407,10.8
30399,FREMONT COLLEGE                                                  ,18000 STUDEBAKER ROAD              SUITE 900 A    ,CERRITOS            ,CA,90703,22,243,9
30425,CARRINGTON COLLEGE                                               ,"2004 LLOYD CENTER, 3RD FLOOR                      ",PORTLAND            ,OR,97232,79,708,11.1
30431,THOMAS MORE COLLEGE OF LIBERAL ARTS                              ,6 MANCHESTER STREET                               ,MERRIMACK           ,NH,3054,0,70,0
30432,BRIGHTWOOD COLLEGE                                               ,3535 WEST SAHARA AVENUE                           ,LAS VEGAS           ,NV,89102,122,729,16.7
30439,NEWSCHOOL OF ARCHITECTURE AND DESIGN                             ,1249 F STREET                                     ,SAN DIEGO           ,CA,92101,10,194,5.1
30450,UNIVERSITY OF EAST LONDON                                        ,4 - 6 UNIVERSITY WAY                              ,LONDON              ,FC,E16 2,2,34,5.8
30501,STUDIO ARTS COLLEGE INTERNATIONAL                                ,PALAZZO DEI CARTELLONI             VIA SANT'ANTONI,FLORENCE            ,FC,50123,0,38,0
30514,AUBURN CAREER CENTER                                             ,8140 AUBURN ROAD                                  ,CONCORD TOWNSHIP    ,OH,44077,8,56,14.2
30519,ADLER GRADUATE SCHOOL                                            ,1550 E 78TH ST                                    ,RICHFIELD           ,MN,55423,4,130,3
30520,MEREDITH MANOR INTERNATIONAL EQUESTRIAN CENTRE                   ,147 SADDLE LANE                                   ,WAVERLY             ,WV,26184,6,71,8.4
30523,KENNETH SHULER SCHOOL OF COSMETOLOGY & HAIR DESIGN               ,1113 KNOX AVENUE                                  ,NORTH AUGUSTA       ,SC,29841,9,177,5
30541,ROYALE COLLEGE OF BEAUTY AND BARBERING                           ,27485 COMMERCE CENTER DRIVE                       ,TEMECULA            ,CA,92590,4,47,8.5
30611,GENESIS CAREER COLLEGE                                           ,1505 NOAH COURT                                   ,LEBANON             ,TN,37087,33,191,17.2
30612,MIDWEST COLLEGE OF ORIENTAL MEDICINE                             ,6232 BANKERS ROAD                                 ,RACINE              ,WI,53403,6,72,8.3
30618,STAR COLLEGE OF COSMETOLOGY                                      ,520 EAST FRONT STREET                             ,TYLER               ,TX,75702,3,43,6.9
30627,PLATT COLLEGE                                                    ,1000 SOUTH FREMONT AVENUE          STE A9W        ,ALHAMBRA            ,CA,91803,46,542,8.4
30633,NORTHWEST ARKANSAS COMMUNITY COLLEGE                             ,ONE COLLEGE AVENUE                                ,BENTONVILLE         ,AR,72712,355,1872,18.9
30634,MODERN TECHNOLOGY SCHOOL                                         ,16560 HARBOR BOULEVARD             SUITE K        ,FOUNTAIN VALLEY     ,CA,92708,14,109,12.8
30646,TEXAS SOUTHMOST COLLEGE                                          ,80 FORT BROWN                                     ,BROWNSVILLE         ,TX,78520,553,3541,15.6
30650,PAUL MITCHELL THE SCHOOL RICHLAND                                ,71 GAGE BOULEVARD                                 ,RICHLAND            ,WA,99352,5,112,4.4
30653,PAUL MITCHELL THE SCHOOL BRADLEY                                 ,1600 N STATE RT. 50 ROOM 522                      ,BOURBONNAIS         ,IL,60914,9,280,3.2
30662,BRYAN UNIVERSITY                                                 ,1527 SOUTHWEST FAIRLAWN ROAD                      ,TOPEKA              ,KS,66604,18,122,14.7
30663,BRYAN UNIVERSITY                                                 ,4255 NATURE CENTER WAY                            ,SPRINGFIELD         ,MO,65804,61,501,12.1
30665,SOUTHEASTERN TECHNICAL COLLEGE                                   ,3001 EAST FIRST STREET                            ,VIDALIA             ,GA,30474,115,437,26.3
30667,AILANO SCHOOL OF COSMETOLOGY                                     ,541 WEST STREET                                   ,BROCKTON            ,MA,2301,3,43,6.9
30669,INTELLITEC COLLEGE                                               ,772 HORIZON DRIVE                                 ,GRAND JUNCTION      ,CO,81506,79,559,14.1
30670,ANTONELLI MEDICAL & PROFESSIONAL INSTITUTE                       ,1700 INDUSTRIAL HWY                               ,POTTSTOWN           ,PA,19464,10,63,15.8
30672,UNIVERSITY OF SYDNEY                                             ,"VICE-CHANCELLOR OFFICE, A14        QUADRANGLE, CAM",THE UNIVERSITY OF SY,FC,2006,5,85,5.8
30675,INSTITUTE OF TECHNOLOGY                                          ,564 WEST HERNDON                                  ,CLOVIS              ,CA,93612,613,2301,26.6
30676,RAPHAEL'S SCHOOL OF BEAUTY CULTURE                               ,615 BOARDMAN-CANFIELD ROAD                        ,BOARDMAN            ,OH,44512,6,62,9.6
30682,OHIO MEDIA SCHOOL                                                ,"9885 ROCKSIDE ROAD, SUITE 160                     ",VALLEY VIEW         ,OH,44125,39,303,12.8
30686,SPECIAL SCHOOL DISTRICT OF ST. LOUIS COUNTY                      ,ADULT EDUCATION                    12721 WEST WATS,SUNSET HILLS        ,MO,63127,15,110,13.6
30691,ALLEN COLLEGE                                                    ,1825 LOGAN AVENUE                                 ,WATERLOO            ,IA,50703,2,195,1
30709,SOUTHEAST MISSOURI HOSPITAL COLLEGE OF NURSING AND HEALTH SCIENCE,2001 WILLIAM STREET                               ,CAPE GIRARDEAU      ,MO,63703,3,107,2.8
30716,COLLEGE OF BUSINESS & TECHNOLOGY                                 ,8700 WEST FLAGLER STREET SUITE 420                ,MIAMI               ,FL,33174,102,819,12.4
30719,MOUNT CARMEL COLLEGE OF NURSING                                  ,127 SOUTH DAVIS AVENUE                            ,COLUMBUS            ,OH,43222,3,260,1.1
30722,CHANDLER - GILBERT COMMUNITY COLLEGE                             ,2626 EAST PECOS ROAD               PECOS CAMPUS   ,CHANDLER            ,AZ,85225,298,1838,16.2
30725,WORLD MEDICINE INSTITUTE                                         ,1073 HIND IUKA DRIVE                              ,HONOLULU            ,HI,96821,1,41,2.4
30726,DCI CAREER INSTITUTE                                             ,366 ROUTE 18                       BEAVER VALLEY M,MONACA              ,PA,15061,13,102,12.7
30745,EAST WEST COLLEGE OF THE HEALING ARTS                            ,525 NE OREGON STREET                              ,PORTLAND            ,OR,97232,17,163,10.4
30752,TWIN CITY BEAUTY COLLEGE                                         ,2600 LINCOLN AVENUE                               ,ST JOSEPH           ,MI,49085,18,157,11.4
